Event,Year,Rider,Position,Cap/Bib,Class,Days,Hours,Minutes,Result,Bike,Data Source,Category,Finish Location,Notes,Slug
Colorado Trail Race (CTR),2013,Joey Ernst,3,,Pair,6,7,23,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Danny Powers,3,,Pair,6,7,23,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Aaron Weinsheimer,13,,Solo,6,12,28,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Ty Hopkins,14,,Solo,6,14,30,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Jeff Hemperley,15,,Solo,6,14,39,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Jeremy Noble,16,,Solo,6,15,6,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Adam Lisonbee,17,,Solo,6,15,14,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Ian Altman,4,,Pair,6,18,5,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Cameron Millard,4,,Pair,6,18,5,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Dave Stewart,18,,Solo,6,22,16,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Dan Hickstein,19,,Solo,6,22,34,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Eric Foster,20,,Solo,6,23,25,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Paul Bosworth,5,,Pair,6,23,27,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Jason Thorman,5,,Pair,6,23,27,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Forest Baker,21,,Solo,7,13,51,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Scott Ruff,22,,Solo,7,13,51,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Dax Massey,23,,Solo,7,21,46,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Jeffrey Rank,24,,Solo,7,22,??,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Scott Shirey,25,,Solo,7,22,15,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Dominic Lauzier,26,,Solo,8,15,10,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Cullen Barker,27,,Solo,8,16,32,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Mike Sharkey,28,,Solo,9,14,53,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Bec Bale,29,,Solo,9,14,58,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Mark Caminiti,30,,Solo,10,7,27,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Dan Lockery,31,,Solo,11,3,27,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Hal Loewen,32,,Solo,11,3,28,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Will Ritchie,33,,Solo,11,12,35,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Brue Syvertsen,34,,Solo,11,12,38,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Teresa Garcia,35,,Solo,11,12,42,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,David Picket-Heaps,,,ITT,,,,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Aaron Denberg,,,ITT,6,9,35,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Wayne Keith,,,ITT,6,22,8,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Josiah Morgan,,,ITT,7,2,7,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Chris Ellefson,,,ITT,7,15,0,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Justin Simoni,,,ITT,7,2,58,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2013,Chrissy Nacos,,,ITT,8,17,50,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Jefe Branham,1,,Solo,3,23,38,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Ethan Passant,2,,Solo,4,2,25,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Jesse Jakomait,3,,Solo,4,2,39,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Max Nuttelman,4,,Solo,4,19,44,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Matt Schiff,5,,Solo,4,22,3,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Dan Miller,6,,Solo,4,22,3,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Chris Miller,7,,Solo,5,2,49,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Fred Hankinson,8,,Solo,5,7,20,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Kurt Sandiforth,9,,Solo,5,10,15,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Cat Morrison,10,,Solo,5,10,20,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Joseph Shults,11,,Solo,5,11,39,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,George Lapierre,1,,Pair,5,14,41,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Travis Wildeboer,1,,Pair,5,14,41,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Les Handy,12,,Solo,5,19,24,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Alan Goldsmith,13,,Solo,6,5,7,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Jeffrey Rank,14,,Solo,6,8,35,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Becky Sears,15,,Solo,6,8,55,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Tim James,16,,Solo,6,9,4,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Kurt Ireland,17,,Solo,6,9,18,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Ian Altman,2,,Pair,6,14,35,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Anthony Arena,2,,Pair,6,14,35,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Paul Bosworth,18,,Solo,6,16,45,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Toby Gadd,19,,Solo,7,4,46,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Dominic Lauzier,20,,Solo,7,13,50,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Calvin Davenport,21,,Solo,7,14,41,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Tom Kavanaugh,3,,Pair,8,2,43,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,John Harness,3,,Pair,8,2,43,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Jeremy Plum,22,,Solo,8,9,20,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Mark Caminiti,23,,Solo,9,6,24,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Dave Kirk,24,,Solo,9,14,0,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Jason Osborne,25,,Solo,10,11,10,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,David Picket-Heaps,,,ITT,4,20,50,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,David Wilson,,,ITT,4,21,0,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Kurt Refsnider,,,ITT,5,16,51,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Kevin Camp,,,ITT,6,14,13,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Dan Hickstein,,,ITT,7,10,38,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Steve Lacey,,,ITT,7,23,11,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Glen Meader,,,ITT,8,8,15,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Wayne Keith,,,ITT,8,8,15,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Mark Allen,,,ITT,8,10,52,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Chad Parker,,,ITT,,,,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Curtis Burge,,,ITT,9,0,55,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Tom Karpeichik,,,ITT,9,5,3,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Simon Suster,,,ITT,9,8,56,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2012,Jennifer Wolfson,,,ITT,10,8,0,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Kevin Thomas,1,,Solo,4,11,54,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Garrett Peltonen,2,,Solo,4,17,58,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Zach Guy,3,,Solo,4,20,51,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Jarral Ryter,4,,Solo,5,5,15,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Eszter Horanyi,5,,Solo,5,5,27,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Jerry Oliver,6,,Solo,5,7,40,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,John Fulton,7,,Solo,5,9,0,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Andrew Carney,8,,Solo,5,13,28,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Steve Carney,9,,Solo,5,13,28,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Cat Morrison,10,,Solo,5,14,40,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Joey Ernst,1,,Pair,5,14,55,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,John Ross,1,,Pair,5,14,55,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Shawn Gregory,11,,Solo,5,15,44,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Aaron Weinsheimer,12,,Solo,5,18,14,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Todd Johnson,1,,Triple,5,18,19,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Chris Miller,1,,Triple,5,18,19,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Jordan Carr,1,,Triple,5,18,19,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,James Lindenblatt,13,,Solo,5,23,0,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Steve Wilkinson,14,,Solo,5,23,2,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Jesse Palmer,15,,Solo,6,9,59,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,John Fettis,16,,Solo,6,11,26,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Jeremy Noble,17,,Solo,6,12,7,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Tim Halbakken,18,,Solo,6,14,36,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Matt Porembski,2,,Pair,7,7,34,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Pete Schuster,2,,Pair,7,7,34,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Jill Hueckman,19,,Solo,7,17,2,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Jonathan Edwards,2,,Triple,8,2,24,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Andy Heading,2,,Triple,8,2,24,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Steve Heading,2,,Triple,8,2,24,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Bart Spedden,20,,Solo,8,5,16,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Brett Ebben,21,,Solo,8,9,27,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Clark Davidson,22,,Solo,9,10,16,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Marco Capote,3,,Pair,9,11,42,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Zach Allen,3,,Pair,9,11,42,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Chuck Janecek,24,,Solo,9,14,0,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Fred Grinnan,25,,Solo,10,13,9,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Josh Enck,26,,Solo,10,12,50,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Dan Hickstein,,,ITT,6,23,21,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Ian Altman,,,ITT,7,14,14,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Joe Brannan,,,ITT,9,3,9,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2011,Eddie Turkaly,,,ITT,10,16,59,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Ethan Passant,1,,Solo,4,13,35,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Jesse Jakomait,2,,Solo,4,15,5,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Jefe Branham,3,,Solo,5,2,10,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Eszter Horanyi,4,,Solo,6,5,30,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Timothy Kugler,5,,Solo,6,8,5,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Matthew Steinwand,6,,Solo,6,13,25,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Garrett Peltonen,7,,Solo,6,16,40,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Cat Morrison,8,,Solo,6,19,15,Finished,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Zach Guy,9,,Solo,7,3,15,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Dylan Taylor,10,,Solo,7,7,40,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Pawel Kudela,11,,Solo,7,12,58,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Jason Johnson,12,,Solo,8,8,24,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Bill Guerrera,13,,Solo,8,9,47,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Mark Caminiti,14,,Solo,8,10,43,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Toby Gadd,15,,Solo,8,15,0,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Andy Farish,16,,Solo,9,14,7,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Bob Butrico,17,,Solo,10,9,54,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Ryan Feild,18,,Solo,14,5,31,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,John Fettis,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,James Leavesley,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Dave Harris,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Jeff Kerkove,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Sean Allan,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Aaron Weinsheimer,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,John Fulton,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Jon Csakany,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Emily Brock,,,Solo,,,,Scratched,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Emily Sportsman,,,Solo,,,,Scratched,Traditional/Geared,Website,Women,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Scott Sportsman,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Steve Lacey,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Gabe Dillon,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Dave Kirk,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Chris Miller,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Kurt Ireland,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Tom Komoroski,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Bart Spedden,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Greg Bachman,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Jeffrey Zipfel,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2010,Doug Johnson,,,Solo,,,,Scratched,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2009,Owen Murphy,1,,Solo,4,3,20,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2009,Doug Johnson,2,,Solo,4,20,24,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2009,Stefan Griebel,1,,Pair,4,23,13,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2009,Jefe Branham,1,,Pair,4,23,13,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2009,Scott Morris,3,,Solo,6,13,29,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2009,Dave Harris,4,,Solo,6,16,3,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
Colorado Trail Race (CTR),2009,Brian Taylor,5,,Solo,6,16,38,Finished,Traditional/Geared,Website,Men,,,colorado-trail-race-ctr
